0.0186810679553 1:-0.115228535519 2:1.6
0.0186842690003 1:-0.11638807553 2:1.6
0.0186754020096 1:-0.114843309499 2:1.6
0.0186970066239 1:-0.115459315564 2:1.6
0.0186703651101 1:-0.116264816276 2:1.6
0.0186892021003 1:-0.115713406405 2:1.6
0.0186678316558 1:-0.114511760106 2:1.6
0.0186954689462 1:-0.116169695261 2:1.6
0.0186885779842 1:-0.11597189046 2:1.6
0.0186864349345 1:-0.115444727462 2:1.6
0.0186914843509 1:-0.115384929058 2:1.6
0.0186806712547 1:-0.116289895534 2:1.6
0.0186916015469 1:-0.116220174505 2:1.6
0.0186785825067 1:-0.114698222681 2:1.6
0.0186890957343 1:-0.117845869197 2:1.6
0.0186965874039 1:-0.115317712107 2:1.6
0.0186714180851 1:-0.116787919837 2:1.6
0.0186909998964 1:-0.114813096792 2:1.6
0.018687293702 1:-0.115213474731 2:1.6
0.0186868566731 1:-0.115131635917 2:1.6
0.0186942345269 1:-0.11656900933 2:1.6
0.018684138445 1:-0.117288075163 2:1.6
0.0186969698008 1:-0.116430670925 2:1.6
0.0186802109328 1:-0.115936726084 2:1.6
0.0186935715774 1:-0.114256947669 2:1.6
0.0186685478055 1:-0.114113280155 2:1.6
0.0186729179906 1:-0.115664266078 2:1.6
0.0186944429803 1:-0.115897999813 2:1.6
0.0186496119813 1:-0.139148787497 2:1.6
0.0186365393783 1:-0.139444951065 2:1.6
0.0186500913085 1:-0.139071230992 2:1.6
0.0186274817856 1:-0.138860866909 2:1.6
0.0186309741075 1:-0.138124701055 2:1.6
0.0186258765627 1:-0.139063175631 2:1.6
0.0186201388556 1:-0.13790405055 2:1.6
0.0186346864004 1:-0.138080596259 2:1.6
0.0186412959172 1:-0.139451936451 2:1.6
0.0186779788218 1:-0.115705173395 2:1.6
0.0186708649948 1:-0.115984140906 2:1.6
0.0186842370238 1:-0.115967612135 2:1.6
0.0186314142777 1:-0.139588278655 2:1.6
0.0186379876829 1:-0.138555897172 2:1.6
0.0186782225381 1:-0.114995399579 2:1.6
0.0186390481808 1:-0.138787831037 2:1.6
0.0186667987749 1:-0.115272924288 2:1.6
0.0186543796407 1:-0.122942256971 2:1.6
0.0186593763691 1:-0.122816027535 2:1.6
0.0186722795373 1:-0.122635223231 2:1.6
0.0186773937788 1:-0.1224793748 2:1.6
0.0186525721676 1:-0.123078002755 2:1.6
0.0186467038554 1:-0.12339364691 2:1.6
0.0186630767533 1:-0.123033095391 2:1.6
0.0186669104349 1:-0.123147243889 2:1.6
0.0186679277721 1:-0.124818359702 2:1.6
0.0186493027222 1:-0.122781109006 2:1.6
0.0186722674432 1:-0.123484361304 2:1.6
0.018681184143 1:-0.124540042246 2:1.6
0.0186608048605 1:-0.125553994955 2:1.6
0.0186829011913 1:-0.124757259366 2:1.6
0.0186670350175 1:-0.124694010993 2:1.6
0.0186532394258 1:-0.123294537659 2:1.6
0.0186762683754 1:-0.11666718249 2:1.6
0.0186906666371 1:-0.116823040944 2:1.6
0.0186669654044 1:-0.115028487805 2:1.6
0.0186693491891 1:-0.1157491204 2:1.6
0.0179167115443 1:0.0812992053525 2:2.4
0.0179144291866 1:0.0811604304939 2:2.4
0.0179036316375 1:0.0820673071763 2:2.4
0.0179082251436 1:0.0817134864999 2:2.4
0.0179053857574 1:0.0811447697515 2:2.4
0.0178990343464 1:0.0812450313298 2:2.4
0.0179049039716 1:0.0809661241065 2:2.4
0.0178939103644 1:0.080813156785 2:2.4
0.0179071687588 1:0.0809826242787 2:2.4
0.0179140286717 1:0.0816809531539 2:2.4
0.0178850900141 1:0.0808624337165 2:2.4
0.0179103697988 1:0.0813971694735 2:2.4
0.0179063554912 1:0.0805697771495 2:2.4
0.0178822294045 1:0.0816028506175 2:2.4
0.0178991087527 1:0.081221890049 2:2.4
0.017905268325 1:0.0811079540484 2:2.4
0.0179089757103 1:0.081310042194 2:2.4
0.017924241172 1:0.0812075234187 2:2.4
0.01789412063 1:0.0812733777006 2:2.4
0.0178962055583 1:0.081685029355 2:2.4
0.0179130451671 1:0.0811895078051 2:2.4
0.0179052853981 1:0.0809323043907 2:2.4
0.0178885937149 1:0.0815649073373 2:2.4
0.0178898608364 1:0.0816047678167 2:2.4
0.0179074956568 1:0.0809005149251 2:2.4
0.0178926649798 1:0.0807984079617 2:2.4
0.0179009364399 1:0.0813214159339 2:2.4
0.0179062027487 1:0.0811903771131 2:2.4
0.0178498876329 1:0.0490901478992 2:2.4
0.0178457199208 1:0.0492383747545 2:2.4
0.0178403282405 1:0.0495703678435 2:2.4
0.0178295177757 1:0.0491839764183 2:2.4
0.0178319938131 1:0.0444566833955 2:2.4
0.0178941082747 1:0.0792233915742 2:2.4
0.0178873517472 1:0.071604083846 2:2.4
0.0178947639257 1:0.0718116624974 2:2.4
0.017812353066 1:0.0433180387955 2:2.4
0.0179016913882 1:0.0712967828031 2:2.4
0.0178832575545 1:0.071230410261 2:2.4
0.0179197368814 1:0.080038344068 2:2.4
0.0178889507801 1:0.0807250258168 2:2.4
0.0178942507692 1:0.0819301055162 2:2.4
0.0179029463254 1:0.0802283819746 2:2.4
0.0178823937032 1:0.0715716368595 2:2.4
0.0178977932221 1:0.0724628946675 2:2.4
0.0178268568014 1:0.0439149424401 2:2.4
0.0178706846248 1:0.0715090391956 2:2.4
0.0178732973817 1:0.0725676484041 2:2.4
0.0178259806297 1:0.0439405767493 2:2.4
0.0179018233786 1:0.0803935618369 2:2.4
0.0178836602435 1:0.08032671051 2:2.4
0.0178192119506 1:0.0438257361564 2:2.4
0.0178912140718 1:0.0811455675966 2:2.4
0.0178987460248 1:0.0796526205148 2:2.4
0.0178297900619 1:0.0447509882867 2:2.4
0.0178994853068 1:0.0801068824719 2:2.4
0.0179050286265 1:0.0796714510273 2:2.4
